name,loc_type,street,city,state,zip,country,lat,lng,comment_options,comment,marker_loc_type
Hungry Monkey,0, 124 Broadway ,Newport,RI,02840,US,41.493054,-71.310314,0,"124 Broadway
Newport, RI 02840 ",1
